Post;Huishouden;Woonsituatie;Inkomen;Jaar;Bedrag;Percentage inkomen
 verzekeringen;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;183;0,081287069
 onderwijs;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;0;0
 kinderopvang;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;0;0
 contributies en abonnementen;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;47;0,020670397
 vervoer;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;167;0,074338832
VASTE LASTEN;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;1.503;0,66819035
 kleding en schoenen;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;76;0,033728868
 inventaris;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;79;0,035324398
 onderhoud huis en tuin;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;26;0,011580159
 niet-vergoede ziektekosten;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;38;0,016992593
 vrijetijdsuitgaven;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;203;0,090101371
RESERVERINGSUITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;422;0,187727389
 voeding;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;217;0,09624562
 overige huishoudelijke uitgaven;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;108;0,047913455
HUISHOUDELIJKE UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;324;0,144159075
OVERSCHOT/TEKORT;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;0;0
wit1;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;;0
wit2;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;;0
wit3;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;;0
wit4;Alleenstaand;1,5 keer gemiddelde huur;2250;2019;;0
TOTAAL INKOMEN;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;2.500;0
TOTAAL UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;2.500;0
 huur/hypotheek;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;935;0,3738
 gas;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;85;0,03404105
 elektriciteit;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;35;0,014085952
 water;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;10;0,004006671
 lokale lasten;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;44;0,017433333
 telefoon, televisie, internet;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;70;0,02796035
 verzekeringen;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;189;0,075419593
 onderwijs;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;0;0
 kinderopvang;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;0;0
 contributies en abonnementen;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;57;0,022642119
 vervoer;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;223;0,08905138
VASTE LASTEN;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;1.646;0,658440448
 kleding en schoenen;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;87;0,034653884
 inventaris;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;87;0,034796893
 onderhoud huis en tuin;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;28;0,011186303
 niet-vergoede ziektekosten;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;38;0,015293333
 vrijetijdsuitgaven;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;267;0,106743653
RESERVERINGSUITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;507;0,202674067
 voeding;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;222;0,088862618
 overige huishoudelijke uitgaven;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;125;0,050022868
HUISHOUDELIJKE UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;347;0,138885485
OVERSCHOT/TEKORT;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;0;0
wit1;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;;0
wit2;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;;0
wit3;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;;0
wit4;Alleenstaand;1,5 keer gemiddelde huur;2500;2019;;0
TOTAAL INKOMEN;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;3.000;0
TOTAAL UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;2.995;0
 huur/hypotheek;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;1.074;0,358
 gas;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;87;0,029
 elektriciteit;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;36;0,012
 water;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;10;0,003413333
 lokale lasten;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;44;0,014527778
 telefoon, televisie, internet;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;76;0,025185667
 verzekeringen;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;200;0,066632778
 onderwijs;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;0;0
 kinderopvang;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;0;0
 contributies en abonnementen;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;76;0,025333333
 vervoer;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;328;0,10917
VASTE LASTEN;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;1.930;0,643262889
 kleding en schoenen;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;109;0,0362185
 inventaris;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;103;0,034366667
 onderhoud huis en tuin;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;32;0,010773333
 niet-vergoede ziektekosten;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;38;0,012744444
 vrijetijdsuitgaven;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;390;0,130015
RESERVERINGSUITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;672;0,224117944
 voeding;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;238;0,079374333
 overige huishoudelijke uitgaven;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;155;0,051744
HUISHOUDELIJKE UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;393;0,131118333
OVERSCHOT/TEKORT;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;5;0
wit1;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;;0
wit2;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;;0
wit3;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;;0
wit4;Alleenstaand;1,5 keer gemiddelde huur;3000;2019;;0
TOTAAL INKOMEN;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;3.500;0
TOTAAL UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;3.241;0
 huur/hypotheek;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;1.143;0,326571429
 gas;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;87;0,024857143
 elektriciteit;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;36;0,010285714
 water;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;10;0,002925714
 lokale lasten;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;44;0,012452381
 telefoon, televisie, internet;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;77;0,022016286
 verzekeringen;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;206;0,058880952
 onderwijs;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;0;0
 kinderopvang;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;0;0
 contributies en abonnementen;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;86;0,024428571
 vervoer;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;377;0,107717143
VASTE LASTEN;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;2.065;0,590135333
 kleding en schoenen;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;121;0,034615857
 inventaris;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;113;0,032314286
 onderhoud huis en tuin;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;35;0,010091429
 niet-vergoede ziektekosten;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;38;0,01092381
 vrijetijdsuitgaven;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;450;0,128584286
RESERVERINGSUITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;758;0,216529667
 voeding;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;252;0,071892286
 overige huishoudelijke uitgaven;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;166;0,047494857
HUISHOUDELIJKE UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;418;0,119387143
OVERSCHOT/TEKORT;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;259;0
wit1;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;;0
wit2;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;;0
wit3;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;;0
wit4;Alleenstaand;1,5 keer gemiddelde huur;3500;2019;;0
TOTAAL INKOMEN;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;4.000;0
TOTAAL UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;3.418;0
 huur/hypotheek;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;1.143;0,28575
 gas;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;87;0,02175
 elektriciteit;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;36;0,009
 water;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;10;0,00256
 lokale lasten;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;44;0,010895833
 telefoon, televisie, internet;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;79;0,01963925
 verzekeringen;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;212;0,053067083
 onderwijs;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;0;0
 kinderopvang;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;0;0
 contributies en abonnementen;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;95;0,02375
 vervoer;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;427;0,1066275
VASTE LASTEN;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;2.132;0,533039667
 kleding en schoenen;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;134;0,033413875
 inventaris;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;123;0,030775
 onderhoud huis en tuin;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;38;0,00958
 niet-vergoede ziektekosten;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;38;0,009558333
 vrijetijdsuitgaven;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;510;0,12751125
RESERVERINGSUITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;843;0,210838458
 voeding;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;265;0,06628075
 overige huishoudelijke uitgaven;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;177;0,044308
HUISHOUDELIJKE UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;442;0,11058875
OVERSCHOT/TEKORT;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;582;0
wit1;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;;0
wit2;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;;0
wit3;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;;0
wit4;Alleenstaand;1,5 keer gemiddelde huur;4000;2019;;0
TOTAAL INKOMEN;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;4.500;0
TOTAAL UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;3.595;0
 huur/hypotheek;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;1.143;0,254
 gas;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;87;0,019333333
 elektriciteit;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;36;0,008
 water;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;10;0,002275556
 lokale lasten;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;44;0,009685185
 telefoon, televisie, internet;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;80;0,017790444
 verzekeringen;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;218;0,048545185
 onderwijs;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;0;0
 kinderopvang;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;0;0
 contributies en abonnementen;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;105;0,023222222
 vervoer;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;476;0,10578
VASTE LASTEN;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;2.199;0,488631926
 kleding en schoenen;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;146;0,032479
 inventaris;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;133;0,029577778
 onderhoud huis en tuin;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;41;0,009182222
 niet-vergoede ziektekosten;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;39;0,008568444
 vrijetijdsuitgaven;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;570;0,126676667
RESERVERINGSUITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;929;0,206484111
 voeding;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;279;0,061916222
 overige huishoudelijke uitgaven;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;188;0,041829333
HUISHOUDELIJKE UITGAVEN;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;467;0,103745556
OVERSCHOT/TEKORT;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;905;0
wit1;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;;0
wit2;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;;0
wit3;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;;0
wit4;Alleenstaand;1,5 keer gemiddelde huur;4500;2019;;0
TOTAAL INKOMEN;Alleenstaand;gemiddelde hypotheek;1;2019;;0
TOTAAL UITGAVEN;Alleenstaand;gemiddelde hypotheek;1;2019;1.127;0
 huur/hypotheek;Alleenstaand;gemiddelde hypotheek;1;2019;229;0,202822171
 gas;Alleenstaand;gemiddelde hypotheek;1;2019;78;0,069464509
 elektriciteit;Alleenstaand;gemiddelde hypotheek;1;2019;32;0,028743935
 water;Alleenstaand;gemiddelde hypotheek;1;2019;9;0,008176053
 lokale lasten;Alleenstaand;gemiddelde hypotheek;1;2019;44;0,038665324
 telefoon, televisie, internet;Alleenstaand;gemiddelde hypotheek;1;2019;55;0,048793716
 verzekeringen;Alleenstaand;gemiddelde hypotheek;1;2019;190;0,168412251
 onderwijs;Alleenstaand;gemiddelde hypotheek;1;2019;0;0
 kinderopvang;Alleenstaand;gemiddelde hypotheek;1;2019;0;0
 contributies en abonnementen;Alleenstaand;gemiddelde hypotheek;1;2019;2;0,001375096
 vervoer;Alleenstaand;gemiddelde hypotheek;1;2019;16;0,014567142
VASTE LASTEN;Alleenstaand;gemiddelde hypotheek;1;2019;655;0,581020195
 kleding en schoenen;Alleenstaand;gemiddelde hypotheek;1;2019;53;0,04657582
 inventaris;Alleenstaand;gemiddelde hypotheek;1;2019;65;0,057748842
 onderhoud huis en tuin;Alleenstaand;gemiddelde hypotheek;1;2019;72;0,063609263
 niet-vergoede ziektekosten;Alleenstaand;gemiddelde hypotheek;1;2019;38;0,033919026
 vrijetijdsuitgaven;Alleenstaand;gemiddelde hypotheek;1;2019;0;0
RESERVERINGSUITGAVEN;Alleenstaand;gemiddelde hypotheek;1;2019;228;0,20185295
 voeding;Alleenstaand;gemiddelde hypotheek;1;2019;214;0,190166109
 overige huishoudelijke uitgaven;Alleenstaand;gemiddelde hypotheek;1;2019;30;0,026960746
HUISHOUDELIJKE UITGAVEN;Alleenstaand;gemiddelde hypotheek;1;2019;245;0,217126855
OVERSCHOT/TEKORT;Alleenstaand;gemiddelde hypotheek;1;2019;;0
wit1;Alleenstaand;gemiddelde hypotheek;1;2019;;0
wit2;Alleenstaand;gemiddelde hypotheek;1;2019;;0
wit3;Alleenstaand;gemiddelde hypotheek;1;2019;;0
wit4;Alleenstaand;gemiddelde hypotheek;1;2019;;0
TOTAAL INKOMEN;Alleenstaand;gemiddelde hypotheek;2;2019;;0
TOTAAL UITGAVEN;Alleenstaand;gemiddelde hypotheek;2;2019;1.221;0
 huur/hypotheek;Alleenstaand;gemiddelde hypotheek;2;2019;229;0,187291457
 gas;Alleenstaand;gemiddelde hypotheek;2;2019;78;0,064145399
 elektriciteit;Alleenstaand;gemiddelde hypotheek;2;2019;32;0,026542924
 water;Alleenstaand;gemiddelde hypotheek;2;2019;9;0,007549987
 lokale lasten;Alleenstaand;gemiddelde hypotheek;2;2019;44;0,035704602
 telefoon, televisie, internet;Alleenstaand;gemiddelde hypotheek;2;2019;55;0,045057432
 verzekeringen;Alleenstaand;gemiddelde hypotheek;2;2019;190;0,15551641
 onderwijs;Alleenstaand;gemiddelde hypotheek;2;2019;0;0
 kinderopvang;Alleenstaand;gemiddelde hypotheek;2;2019;0;0
 contributies en abonnementen;Alleenstaand;gemiddelde hypotheek;2;2019;21;0,017310246
 vervoer;Alleenstaand;gemiddelde hypotheek;2;2019;24;0,019718771
VASTE LASTEN;Alleenstaand;gemiddelde hypotheek;2;2019;682;0,558837227
 kleding en schoenen;Alleenstaand;gemiddelde hypotheek;2;2019;53;0,043009367
 inventaris;Alleenstaand;gemiddelde hypotheek;2;2019;65;0,053326836
 onderhoud huis en tuin;Alleenstaand;gemiddelde hypotheek;2;2019;72;0,058738507
 niet-vergoede ziektekosten;Alleenstaand;gemiddelde hypotheek;2;2019;38;0,031321742
 vrijetijdsuitgaven;Alleenstaand;gemiddelde hypotheek;2;2019;40;0,033031194
RESERVERINGSUITGAVEN;Alleenstaand;gemiddelde hypotheek;2;2019;268;0,219427646
 voeding;Alleenstaand;gemiddelde hypotheek;2;2019;214;0,175604508
 overige huishoudelijke uitgaven;Alleenstaand;gemiddelde hypotheek;2;2019;56;0,046130618
HUISHOUDELIJKE UITGAVEN;Alleenstaand;gemiddelde hypotheek;2;2019;271;0,221735126
OVERSCHOT/TEKORT;Alleenstaand;gemiddelde hypotheek;2;2019;;0
wit1;Alleenstaand;gemiddelde hypotheek;2;2019;;0
wit2;Alleenstaand;gemiddelde hypotheek;2;2019;;0
wit3;Alleenstaand;gemiddelde hypotheek;2;2019;;0
wit4;Alleenstaand;gemiddelde hypotheek;2;2019;;0
TOTAAL INKOMEN;Alleenstaand;gemiddelde hypotheek;1500;2019;1.500;0
TOTAAL UITGAVEN;Alleenstaand;gemiddelde hypotheek;1500;2019;1.500;0
 huur/hypotheek;Alleenstaand;gemiddelde hypotheek;1500;2019;319;0,212666667
 gas;Alleenstaand;gemiddelde hypotheek;1500;2019;81;0,054164372
 elektriciteit;Alleenstaand;gemiddelde hypotheek;1500;2019;34;0,022412844
 water;Alleenstaand;gemiddelde hypotheek;1500;2019;10;0,006375209
 lokale lasten;Alleenstaand;gemiddelde hypotheek;1500;2019;44;0,029055556
 telefoon, televisie, internet;Alleenstaand;gemiddelde hypotheek;1500;2019;60;0,040292175
 verzekeringen;Alleenstaand;gemiddelde hypotheek;1500;2019;199;0,132699299
 onderwijs;Alleenstaand;gemiddelde hypotheek;1500;2019;0;0
 kinderopvang;Alleenstaand;gemiddelde hypotheek;1500;2019;0;0
 contributies en abonnementen;Alleenstaand;gemiddelde hypotheek;1500;2019;30;0,020040747
 vervoer;Alleenstaand;gemiddelde hypotheek;1500;2019;77;0,051030556
VASTE LASTEN;Alleenstaand;gemiddelde hypotheek;1500;2019;853;0,568737424
 kleding en schoenen;Alleenstaand;gemiddelde hypotheek;1500;2019;59;0,039189155
 inventaris;Alleenstaand;gemiddelde hypotheek;1500;2019;81;0,054167672
 onderhoud huis en tuin;Alleenstaand;gemiddelde hypotheek;1500;2019;72;0,0478
 niet-vergoede ziektekosten;Alleenstaand;gemiddelde hypotheek;1500;2019;38;0,025488889
 vrijetijdsuitgaven;Alleenstaand;gemiddelde hypotheek;1500;2019;97;0,064992314
RESERVERINGSUITGAVEN;Alleenstaand;gemiddelde hypotheek;1500;2019;347;0,231638029
 voeding;Alleenstaand;gemiddelde hypotheek;1500;2019;214;0,142902772
 overige huishoudelijke uitgaven;Alleenstaand;gemiddelde hypotheek;1500;2019;86;0,057015959
HUISHOUDELIJKE UITGAVEN;Alleenstaand;gemiddelde hypotheek;1500;2019;300;0,199918731
OVERSCHOT/TEKORT;Alleenstaand;gemiddelde hypotheek;1500;2019;0;0
wit1;Alleenstaand;gemiddelde hypotheek;1500;2019;;0
wit2;Alleenstaand;gemiddelde hypotheek;1500;2019;;0
wit3;Alleenstaand;gemiddelde hypotheek;1500;2019;;0
wit4;Alleenstaand;gemiddelde hypotheek;1500;2019;;0
TOTAAL INKOMEN;Alleenstaand;gemiddelde hypotheek;1750;2019;1.750;0
TOTAAL UITGAVEN;Alleenstaand;gemiddelde hypotheek;1750;2019;1.750;0
 huur/hypotheek;Alleenstaand;gemiddelde hypotheek;1750;2019;319;0,182285714
 gas;Alleenstaand;gemiddelde hypotheek;1750;2019;84;0,048129705
 elektriciteit;Alleenstaand;gemiddelde hypotheek;1750;2019;35;0,01991574
 water;Alleenstaand;gemiddelde hypotheek;1750;2019;10;0,005664922
 lokale lasten;Alleenstaand;gemiddelde hypotheek;1750;2019;44;0,024904762
 telefoon, televisie, internet;Alleenstaand;gemiddelde hypotheek;1750;2019;66;0,037971416
 verzekeringen;Alleenstaand;gemiddelde hypotheek;1750;2019;210;0,120272736
 onderwijs;Alleenstaand;gemiddelde hypotheek;1750;2019;0;0
 kinderopvang;Alleenstaand;gemiddelde hypotheek;1750;2019;0;0
 contributies en abonnementen;Alleenstaand;gemiddelde hypotheek;1750;2019;42;0,024189078
 vervoer;Alleenstaand;gemiddelde hypotheek;1750;2019;146;0,083706313
VASTE LASTEN;Alleenstaand;gemiddelde hypotheek;1750;2019;957;0,547040385
 kleding en schoenen;Alleenstaand;gemiddelde hypotheek;1750;2019;69;0,039672603
 inventaris;Alleenstaand;gemiddelde hypotheek;1750;2019;101;0,057768288
 onderhoud huis en tuin;Alleenstaand;gemiddelde hypotheek;1750;2019;75;0,042827615
 niet-vergoede ziektekosten;Alleenstaand;gemiddelde hypotheek;1750;2019;38;0,021847619
 vrijetijdsuitgaven;Alleenstaand;gemiddelde hypotheek;1750;2019;176;0,100607633
RESERVERINGSUITGAVEN;Alleenstaand;gemiddelde hypotheek;1750;2019;460;0,262723758
 voeding;Alleenstaand;gemiddelde hypotheek;1750;2019;214;0,12248809
 overige huishoudelijke uitgaven;Alleenstaand;gemiddelde hypotheek;1750;2019;119;0,067997485
HUISHOUDELIJKE UITGAVEN;Alleenstaand;gemiddelde hypotheek;1750;2019;333;0,190485576
OVERSCHOT/TEKORT;Alleenstaand;gemiddelde hypotheek;1750;2019;0;0
wit1;Alleenstaand;gemiddelde hypotheek;1750;2019;;0
wit2;Alleenstaand;gemiddelde hypotheek;1750;2019;;0
wit3;Alleenstaand;gemiddelde hypotheek;1750;2019;;0
wit4;Alleenstaand;gemiddelde hypotheek;1750;2019;;0
TOTAAL INKOMEN;Alleenstaand;gemiddelde hypotheek;2000;2019;2.000;0
TOTAAL UITGAVEN;Alleenstaand;gemiddelde hypotheek;2000;2019;2.000;0
 huur/hypotheek;Alleenstaand;gemiddelde hypotheek;2000;2019;404;0,202
 gas;Alleenstaand;gemiddelde hypotheek;2000;2019;85;0,042701992
 elektriciteit;Alleenstaand;gemiddelde hypotheek;2000;2019;35;0,01766979
 water;Alleenstaand;gemiddelde hypotheek;2000;2019;10;0,005026073
 lokale lasten;Alleenstaand;gemiddelde hypotheek;2000;2019;44;0,021791667
 telefoon, televisie, internet;Alleenstaand;gemiddelde hypotheek;2000;2019;69;0,034668082
 verzekeringen;Alleenstaand;gemiddelde hypotheek;2000;2019;217;0,108551007
 onderwijs;Alleenstaand;gemiddelde hypotheek;2000;2019;0;0
 kinderopvang;Alleenstaand;gemiddelde hypotheek;2000;2019;0;0
 contributies en abonnementen;Alleenstaand;gemiddelde hypotheek;2000;2019;50;0,025209821
 vervoer;Alleenstaand;gemiddelde hypotheek;2000;2019;191;0,095502721
VASTE LASTEN;Alleenstaand;gemiddelde hypotheek;2000;2019;1.106;0,553121152
 kleding en schoenen;Alleenstaand;gemiddelde hypotheek;2000;2019;78;0,038948131
 inventaris;Alleenstaand;gemiddelde hypotheek;2000;2019;112;0,056173597
 onderhoud huis en tuin;Alleenstaand;gemiddelde hypotheek;2000;2019;88;0,043899724
